codigo,nombre,carrera,semestre,materia,nota
MD20220707,Diana González Vargas,Medicina,3,Farmacología,3.71
OD20220708,Laura Guzmán Díaz,Odontología,1,Endodoncia,4.31
CS20240709,Camila Ríos Ariza,Comunicación Social,10,Opinión Pública,4.16
DR20250710,Claudia Salinas Acosta,Derecho,3,Procesal,4.25
CS20230711,Mariana Acosta Reyes,Comunicación Social,5,Periodismo,3.19
NI20250712,Sofía Figueroa Díaz,Negocios Internacionales,10,Logística,1.66
AR20240713,Iván Díaz García,Arquitectura,4,Estructuras,4.15
NI20220714,Hernán Aguilar Mendoza,Negocios Internacionales,1,Idiomas,3.86
AE20240715,Marcela Martínez Rivera,Administración de Empresas,6,Estrategia,4.9
II20240716,Adriana Ramírez Ríos,Ingeniería Industrial,8,Ergonomía,4.21
CP20240717,Mauricio Hernández Campos,Contaduría Pública,10,Finanzas,3.6
IC20240718,Monica Suárez Castillo,Ingeniería Civil,3,Estática,3.69
OD20230719,Fernando Flores Salinas,Odontología,7,Endodoncia,3.31
CS20240720,Paola Pinto Mendoza,Comunicación Social,1,Opinión Pública,3.35
AE20240721,Stephanie Ruiz Ramos,Administración de Empresas,9,Finanzas,3.31
MD20220722,Cristian Gómez Rodríguez,Medicina,9,Clínica,4.58
TS20240723,Luisa Ríos Ariza,Trabajo Social,9,Comunidad,3.35
AE20250724,Claudia Serrano Ramírez,Administración de Empresas,1,Estrategia,4.26
AR20220725,Alejandro Ramos López,Arquitectura,10,Estructuras,3.52
CS20220726,Claudia Polo Barrera,Comunicación Social,5,Comunicación Digital,4.32
AE20240727,Laura Mendoza Gómez,Administración de Empresas,5,Contabilidad,3.72
II20220728,Sofía Ortega Torres,Ingeniería Industrial,5,Investigación de Operaciones,4.78
DR20240729,Mateo Díaz Núñez,Derecho,9,Constitucional,3.28
II20240730,Carlos Salinas Morales,Ingeniería Industrial,2,Logística,4.77
MD20220731,Isabella Ramírez Martínez,Medicina,1,Clínica,1.81
LE20250732,Mariana Pinto Palacios,Licenciatura en Educación Infantil,10,Inclusión,3.67
AR20220733,Felipe Pinto Bermúdez,Arquitectura,9,Historia del Arte,3.55
MD20250734,Alejandra Delgado Pérez,Medicina,5,Clínica,3.09
PS20240735,Marcela Cruz Romero,Psicología,3,Social,3.52
MD20230736,Ricardo Sánchez Castillo,Medicina,8,Farmacología,4.3
PS20240737,Nicolás Herrera Pérez,Psicología,2,Evaluación,4.4
OD20230738,Fernando Delgado Medina,Odontología,7,Endodoncia,3.06
DR20250739,Ricardo Jiménez González,Derecho,4,Laboral,3.67
AR20250740,Alejandra Morales Rivera,Arquitectura,2,Diseño I,3.73
II20250741,Diana Pérez Ruiz,Ingeniería Industrial,5,Investigación de Operaciones,3.84
DR20220742,Rafael Polo Jiménez,Derecho,8,Derecho Civil,3.06
NI20230743,Patricia Bermúdez Pineda,Negocios Internacionales,1,Finanzas Internacionales,3.65
AE20240744,Marcela Salinas Ruiz,Administración de Empresas,4,Marketing,3.96
LE20220745,Paola Guerrero Pinto,Licenciatura en Educación Infantil,6,Inclusión,2.87
IS20220746,Melissa Ramírez Vargas,Ingeniería de Sistemas,6,Programación I,4.41
TS20230747,David Sánchez Vargas,Trabajo Social,1,Familia,4.2
PS20250748,Miguel Pinto Jiménez,Psicología,7,Evaluación,3.07
PS20250749,Nicolás Gómez Aguilar,Psicología,6,Neuropsicología,3.94
IC20230750,Nicolás Ramírez García,Ingeniería Civil,1,Topografía,4.49
AR20250751,Nicolás Rodríguez Ramírez,Arquitectura,7,Materiales,4.81
EN20250752,Vanessa Herrera Guerrero,Enfermería,8,Pediatría,3.17
TS20240753,Alejandro Salinas Peña,Trabajo Social,4,Familia,4.79
MD20220754,Santiago López Salinas,Medicina,6,Cirugía,3.85
EN20250755,Daniela Ariza Ariza,Enfermería,5,Urgencias,3.36
AR20240756,Camila Morales Ríos,Arquitectura,2,Materiales,1.65
MD20250757,Cristian García Ríos,Medicina,9,Cirugía,4.21
IS20240758,Carlos Vargas Flores,Ingeniería de Sistemas,10,Sistemas Operativos,3.81
IS20220759,Patricia Flores Salinas,Ingeniería de Sistemas,5,Redes,3.56
II20240760,Sebastián Ortega Cruz,Ingeniería Industrial,10,Estadística,4.01
LE20230761,Sofía Palacios Rivera,Licenciatura en Educación Infantil,10,Lúdica,3.59
II20220762,Alejandra Morales Peña,Ingeniería Industrial,9,Estadística,4.98
NI20250763,Rafael Torres Peña,Negocios Internacionales,7,Finanzas Internacionales,4.36
CS20220764,Andrés Díaz Salinas,Comunicación Social,6,Publicidad,4.06
MD20250765,Andrés Delgado Medina,Medicina,5,Cirugía,3.27
II20250766,Juan Ríos Cruz,Ingeniería Industrial,9,Investigación de Operaciones,3.9
EN20220767,Juan Serrano Mendoza,Enfermería,1,Urgencias,4.48
TS20240768,Carolina Acosta Roa,Trabajo Social,5,Comunidad,3.55
MD20230769,Adriana Cárdenas Medina,Medicina,4,Cirugía,3.85
IS20220770,Mariana Mendoza Aguilar,Ingeniería de Sistemas,1,Programación I,3.76
AE20240771,Monica Ruiz Castillo,Administración de Empresas,5,Finanzas,2.18
LE20220772,Isabella Palacios Barrera,Licenciatura en Educación Infantil,4,Pedagogía,3.24
LE20230773,Juan Barrera Bermúdez,Licenciatura en Educación Infantil,10,Pedagogía,4.13
AR20240774,Vanessa Barrera González,Arquitectura,8,Historia del Arte,4.33
II20240775,Cristian Mendoza Cruz,Ingeniería Industrial,2,Investigación de Operaciones,3.67
II20220776,Isabella Cruz Cruz,Ingeniería Industrial,8,Ergonomía,4.6
MD20230777,Melissa Rivera Roa,Medicina,2,Cirugía,4.11
CS20220778,Adriana Pérez Ruiz,Comunicación Social,5,Periodismo,3.23
IS20230779,Diego Polo Ruiz,Ingeniería de Sistemas,8,Programación I,4.83
DR20220780,Natalia Torres Guzmán,Derecho,7,Procesal,4.39
TS20230781,Ricardo Guerrero Medina,Trabajo Social,2,Intervención Social,3.84
OD20240782,Cristian Ríos Sánchez,Odontología,9,Periodoncia,4.2
DR20240783,Iván Roa Rodríguez,Derecho,9,Derecho Civil,4.38
II20220784,Carlos Roa Gómez,Ingeniería Industrial,9,Ergonomía,4.15
CS20250785,Juan Pérez Pineda,Comunicación Social,6,Periodismo,4.72
AE20230786,Felipe Ramírez López,Administración de Empresas,1,Estrategia,3.9
EN20220787,Adriana Ramos Peña,Enfermería,8,Cuidado Básico,3.67
IC20250788,Sandra López Medina,Ingeniería Civil,4,Concreto,3.23
II20220789,Sebastián López Figueroa,Ingeniería Industrial,8,Ergonomía,4.81
II20230790,Andrea Guzmán Roa,Ingeniería Industrial,1,Investigación de Operaciones,4.91
II20220791,Mateo Delgado Acosta,Ingeniería Industrial,10,Investigación de Operaciones,3.24
NI20250792,Marcela Reyes González,Negocios Internacionales,4,Idiomas,4.49
IC20230793,Monica Medina Mendoza,Ingeniería Civil,10,Hidráulica,4.4
II20220794,Liliana López Cárdenas,Ingeniería Industrial,6,Investigación de Operaciones,3.88
EN20250795,Andrés Guzmán Romero,Enfermería,3,Farmacología,4.52
PS20220796,Mateo Pineda Acosta,Psicología,3,Educativa,3.0
OD20250797,Camila Pinto Roa,Odontología,5,Ortodoncia,4.1
MD20230798,Iván Ortega Campos,Medicina,7,Fisiología,4.02
OD20240799,Mariana Pinto Peña,Odontología,2,Periodoncia,3.78
IC20240800,Felipe Sánchez Campos,Ingeniería Civil,10,Concreto,3.73
CP20230801,Iván Barrera Díaz,Contaduría Pública,1,Contabilidad General,4.34
II20220802,Ricardo Peña Rivera,Ingeniería Industrial,1,Estadística,3.72
MD20220803,Luisa Acosta Bermúdez,Medicina,1,Anatomía,4.59
IC20230804,Valentina Peña Herrera,Ingeniería Civil,2,Topografía,3.66
LE20230805,Felipe Figueroa Serrano,Licenciatura en Educación Infantil,6,Pedagogía,3.55
PS20220806,Mauricio Vega Gómez,Psicología,4,Educativa,3.53
LE20250807,Carolina Torres Díaz,Licenciatura en Educación Infantil,10,Desarrollo Infantil,3.57
DR20230808,Sandra Gómez Pineda,Derecho,5,Constitucional,3.28
IC20250809,Isabella Ortega Ramírez,Ingeniería Civil,8,Topografía,3.14
NI20230810,Carlos Palacios Flores,Negocios Internacionales,10,Tratados,4.93
MD20250811,Camila Vega Campos,Medicina,4,Clínica,3.87
DR20230812,Mauricio Morales Morales,Derecho,7,Procesal,4.96
IS20220813,Alejandro Vega López,Ingeniería de Sistemas,8,Algoritmos,3.74
MD20220814,Alejandra Pérez Ruiz,Medicina,4,Cirugía,4.35
DR20230815,Jorge Díaz Ramírez,Derecho,5,Derecho Civil,2.27
TS20220816,Andrés Pinto Delgado,Trabajo Social,10,Familia,3.57
NI20250817,Gabriel Medina Rivera,Negocios Internacionales,6,Comercio Exterior,4.04
IS20250818,Alejandra Suárez Campos,Ingeniería de Sistemas,5,Redes,4.31
IC20240819,Eduardo Díaz Serrano,Ingeniería Civil,10,Estática,3.96
PS20250820,Stephanie Hernández Sánchez,Psicología,6,Evaluación,1.7
IC20230821,Adriana Aguilar Pinto,Ingeniería Civil,9,Resistencia de Materiales,4.62
CS20230822,Sofía Roa Ríos,Comunicación Social,10,Producción Audiovisual,3.95
CP20220823,Hernán Serrano Guerrero,Contaduría Pública,1,Tributaria,3.74
CS20240824,Claudia Sánchez Ríos,Comunicación Social,9,Opinión Pública,4.4
LE20220825,Alejandra González Gómez,Licenciatura en Educación Infantil,8,Pedagogía,3.59
CP20230826,Sebastián Pérez Flores,Contaduría Pública,2,Costos,3.08
PS20230827,Iván Martínez Vargas,Psicología,9,Educativa,3.72
AE20220828,Adriana Martínez Vargas,Administración de Empresas,2,Finanzas,4.26
DR20250829,Luisa Vega Cárdenas,Derecho,6,Procesal,4.27
CP20230830,Diana Ruiz Delgado,Contaduría Pública,10,Tributaria,3.1
NI20230831,Ricardo Romero Vargas,Negocios Internacionales,1,Idiomas,3.98
EN20230832,Marcela Flores Pinto,Enfermería,5,Farmacología,4.35
AE20220833,Rodrigo Torres Flores,Administración de Empresas,2,Marketing,3.72
EN20240834,Stephanie Rivera Díaz,Enfermería,1,Pediatría,3.18
IC20250835,Andrés Núñez Ramos,Ingeniería Civil,1,Topografía,4.47
CS20240836,Miguel Torres García,Comunicación Social,9,Publicidad,3.64
II20250837,Liliana Salinas Barrera,Ingeniería Industrial,10,Estadística,4.37
EN20240838,Santiago Ramírez Serrano,Enfermería,2,Cuidado Básico,3.92
DR20230839,Luis Castillo Rodríguez,Derecho,1,Procesal,3.89
IS20250840,Cristian Ortega Gómez,Ingeniería de Sistemas,2,Programación I,4.7
OD20220841,María Mendoza Palacios,Odontología,9,Periodoncia,3.86
DR20240842,Carolina Romero Jiménez,Derecho,1,Constitucional,3.99
CS20250843,Diana Rodríguez Díaz,Comunicación Social,8,Opinión Pública,3.9
II20220844,Carolina Ariza Vega,Ingeniería Industrial,10,Producción,3.19
LE20250845,Claudia Suárez González,Licenciatura en Educación Infantil,10,Pedagogía,2.21
EN20230846,Natalia Vega Rivera,Enfermería,8,Farmacología,3.15
TS20240847,Diana Peña López,Trabajo Social,5,Familia,3.73
CP20250848,Valentina García Torres,Contaduría Pública,5,Contabilidad General,4.45
LE20220849,Jorge Rivera Peña,Licenciatura en Educación Infantil,4,Pedagogía,4.25
DR20250850,Sebastián Palacios Figueroa,Derecho,10,Procesal,3.63
TS20240851,Monica Ríos Guzmán,Trabajo Social,2,Investigación Social,4.01
IS20240852,Diego Flores Cárdenas,Ingeniería de Sistemas,3,Algoritmos,4.07
DR20240853,Andrés Hernández Ortega,Derecho,7,Derecho Civil,3.76
NI20220854,Sebastián Herrera Gómez,Negocios Internacionales,3,Tratados,4.27
CP20220855,Miguel Serrano Ramos,Contaduría Pública,6,Finanzas,3.91
CP20250856,Alejandro Ramírez Campos,Contaduría Pública,6,Costos,3.96
EN20230857,Mateo Díaz Torres,Enfermería,4,Urgencias,4.42
EN20250858,Claudia Núñez Pinto,Enfermería,2,Salud Pública,4.56
DR20240859,Nicolás Martínez Ríos,Derecho,5,Penal,4.44
DR20240860,Rafael Campos Bermúdez,Derecho,3,Derecho Civil,4.06
CS20240861,Nicolás Guzmán Torres,Comunicación Social,4,Producción Audiovisual,3.39
NI20220862,Carolina Guzmán Bermúdez,Negocios Internacionales,2,Comercio Exterior,4.38
IS20220863,Santiago Gómez Pérez,Ingeniería de Sistemas,9,Algoritmos,3.1
IS20220864,Sebastián Ramos Barrera,Ingeniería de Sistemas,2,Sistemas Operativos,3.36
IS20230865,Mariana Barrera Castillo,Ingeniería de Sistemas,2,Redes,4.67
CS20230866,Andrés Herrera Polo,Comunicación Social,10,Comunicación Digital,3.55
EN20230867,Patricia Bermúdez García,Enfermería,4,Pediatría,3.3
LE20250868,Alejandro Ariza Pérez,Licenciatura en Educación Infantil,4,Didáctica,4.09
TS20250869,Monica Pérez Rivera,Trabajo Social,6,Familia,3.09
IC20220870,Sofía Bermúdez Mendoza,Ingeniería Civil,8,Concreto,3.3
CS20220871,Gabriel Vargas Aguilar,Comunicación Social,1,Publicidad,3.69
CP20230872,Vanessa Palacios Figueroa,Contaduría Pública,8,Finanzas,3.99
LE20240873,Carolina Gómez González,Licenciatura en Educación Infantil,8,Desarrollo Infantil,2.28
MD20220874,Monica Pérez Medina,Medicina,9,Anatomía,3.16
LE20220875,Patricia Pérez Figueroa,Licenciatura en Educación Infantil,3,Didáctica,4.67
AE20250876,Rafael Medina Sánchez,Administración de Empresas,7,Marketing,4.38
NI20240877,Patricia Ortega Bermúdez,Negocios Internacionales,7,Logística,4.48
II20220878,María Herrera Ortega,Ingeniería Industrial,8,Investigación de Operaciones,3.75
IC20220879,Iván Ramírez Martínez,Ingeniería Civil,1,Topografía,4.49
DR20240880,Juan Palacios Serrano,Derecho,3,Procesal,4.38
NI20250881,Rodrigo Bermúdez Campos,Negocios Internacionales,8,Finanzas Internacionales,3.75
DR20220882,Hernán Cruz Núñez,Derecho,9,Derecho Civil,4.94
DR20250883,Sofía Jiménez Ruiz,Derecho,7,Laboral,1.34
LE20250884,Rodrigo Polo Ramos,Licenciatura en Educación Infantil,3,Lúdica,3.29
OD20250885,María Bermúdez Sánchez,Odontología,8,Ortodoncia,3.58
MD20250886,Isabella Medina Cruz,Medicina,10,Cirugía,4.38
IS20220887,Carlos Mendoza Hernández,Ingeniería de Sistemas,10,Bases de Datos,4.17
NI20250888,Mauricio Cárdenas Martínez,Negocios Internacionales,6,Comercio Exterior,4.0
AR20230889,Jorge Castillo Hernández,Arquitectura,4,Urbanismo,4.3
IC20230890,Alejandra González Ramos,Ingeniería Civil,6,Estática,3.52
EN20240891,Rodrigo Guerrero Salinas,Enfermería,7,Cuidado Básico,4.29
PS20220892,Miguel Jiménez Salinas,Psicología,6,Educativa,3.27
NI20230893,Luisa Peña Herrera,Negocios Internacionales,6,Tratados,3.98
TS20230894,Felipe Peña Pineda,Trabajo Social,2,Comunidad,3.65
OD20220895,Eduardo Medina Reyes,Odontología,2,Endodoncia,3.53
AE20220896,Claudia Ríos Guerrero,Administración de Empresas,6,Marketing,3.65
AE20250897,Rodrigo Núñez Mendoza,Administración de Empresas,7,Marketing,4.23
LE20230898,Liliana Aguilar Rivera,Licenciatura en Educación Infantil,1,Inclusión,3.83
LE20250899,Mauricio Delgado Ortega,Licenciatura en Educación Infantil,9,Inclusión,4.03
II20230900,Felipe Romero Delgado,Ingeniería Industrial,4,Estadística,4.21
TS20240901,Sebastián Pineda Díaz,Trabajo Social,7,Comunidad,4.13
AE20230902,Rafael Morales Medina,Administración de Empresas,2,Finanzas,2.51
EN20250903,Paola Delgado Peña,Enfermería,7,Cuidado Básico,3.11
AR20230904,Valentina Cruz Ortega,Arquitectura,9,Diseño I,4.74
DR20240905,Valentina Hernández Rodríguez,Derecho,10,Derecho Civil,4.7
LE20250906,Stephanie Barrera Barrera,Licenciatura en Educación Infantil,2,Desarrollo Infantil,3.23
AR20240907,Hernán Sánchez Campos,Arquitectura,10,Historia del Arte,4.62
DR20250908,Sofía Polo Mendoza,Derecho,10,Penal,4.61
CP20250909,Mateo Rivera Díaz,Contaduría Pública,8,Tributaria,4.03
IC20250910,Fernando Romero Guzmán,Ingeniería Civil,6,Topografía,4.48
CS20240911,Daniela Romero Ríos,Comunicación Social,6,Periodismo,4.45
NI20230912,Santiago Figueroa Barrera,Negocios Internacionales,1,Idiomas,3.65
IC20230913,Alejandra Romero Serrano,Ingeniería Civil,9,Topografía,3.95
IC20240914,Melissa Cruz Ramos,Ingeniería Civil,4,Resistencia de Materiales,4.08
LE20220915,Luis Pineda Mendoza,Licenciatura en Educación Infantil,7,Didáctica,4.41
PS20250916,María Ríos Figueroa,Psicología,6,Psicología Clínica,4.35
PS20240917,Hernán González Castillo,Psicología,10,Educativa,4.38
AR20230918,Adriana Roa Rivera,Arquitectura,8,Diseño I,3.81
IC20230919,Miguel Salinas Rodríguez,Ingeniería Civil,3,Concreto,4.38
TS20250920,Adriana Bermúdez Ramírez,Trabajo Social,10,Comunidad,3.94
AR20240921,Nicolás Cruz Rivera,Arquitectura,10,Estructuras,3.17
TS20230922,Mariana Medina Jiménez,Trabajo Social,10,Intervención Social,4.96
AE20250923,Adriana Acosta Pineda,Administración de Empresas,2,Finanzas,3.93
PS20240924,Isabella Medina Acosta,Psicología,10,Neuropsicología,3.15
CS20250925,Eduardo Sánchez García,Comunicación Social,9,Opinión Pública,4.25
AE20240926,Julián Pinto Díaz,Administración de Empresas,5,Estrategia,3.72
TS20230927,Laura Palacios Díaz,Trabajo Social,5,Familia,3.32
AE20250928,Valentina Vargas Cruz,Administración de Empresas,10,Finanzas,3.84
MD20240929,Vanessa Rodríguez García,Medicina,3,Clínica,4.36
OD20220930,Gabriel Guerrero Figueroa,Odontología,5,Anatomía Dental,3.53
OD20220931,Andrea Ríos Castillo,Odontología,10,Anatomía Dental,3.81
DR20220932,Paola Medina Barrera,Derecho,3,Procesal,3.07
II20240933,María Suárez Delgado,Ingeniería Industrial,2,Logística,3.63
MD20240934,Miguel López Ramírez,Medicina,5,Clínica,3.94
EN20250935,Marcela Bermúdez Cruz,Enfermería,6,Farmacología,4.0
TS20220936,Liliana Torres Aguilar,Trabajo Social,8,Política Social,3.09
II20250937,Santiago Ríos Cruz,Ingeniería Industrial,8,Investigación de Operaciones,4.96
CS20250938,Santiago Ruiz Castillo,Comunicación Social,9,Opinión Pública,3.92
IC20240939,Daniela Sánchez Castillo,Ingeniería Civil,4,Resistencia de Materiales,4.37
OD20220940,Natalia Salinas Barrera,Odontología,4,Endodoncia,4.09
MD20240941,Sebastián Morales Polo,Medicina,2,Anatomía,3.99
OD20240942,Sofía Medina Romero,Odontología,2,Cirugía Oral,1.87
MD20220943,Gabriel Barrera Ríos,Medicina,5,Farmacología,4.83
CS20230944,Luis Mendoza Ariza,Comunicación Social,10,Producción Audiovisual,4.4
CS20250945,Carlos Mendoza Hernández,Comunicación Social,2,Periodismo,3.59
IS20230946,Cristian Medina Rodríguez,Ingeniería de Sistemas,4,Algoritmos,4.14
IC20250947,Liliana Roa Torres,Ingeniería Civil,5,Topografía,4.46
DR20240948,Monica Palacios Ramírez,Derecho,2,Procesal,3.18
OD20250949,Juan Ríos Ortega,Odontología,10,Anatomía Dental,4.41
AR20220950,Marcela Rivera Guerrero,Arquitectura,7,Diseño I,3.99
AR20250951,Monica Reyes Roa,Arquitectura,3,Materiales,4.26
IC20240952,Carlos Delgado Guerrero,Ingeniería Civil,8,Resistencia de Materiales,4.84
PS20220953,Paola Morales Campos,Psicología,5,Evaluación,3.02
PS20250954,Mateo Herrera Guerrero,Psicología,2,Evaluación,4.18
EN20220955,Patricia Rodríguez Polo,Enfermería,1,Salud Pública,3.07
PS20240956,Melissa López Rodríguez,Psicología,5,Evaluación,4.38
DR20230957,Luis Acosta Cruz,Derecho,3,Penal,3.39
PS20220958,Diego Serrano Pérez,Psicología,9,Psicología Clínica,3.51
CS20250959,Adriana Ríos Delgado,Comunicación Social,7,Publicidad,4.49
CS20240960,Stephanie Guzmán Serrano,Comunicación Social,7,Periodismo,3.01
AE20230961,Sofía Martínez Guzmán,Administración de Empresas,1,Estrategia,4.32
AE20240962,Carolina Pineda Núñez,Administración de Empresas,2,Estrategia,3.17
CS20250963,Sofía Flores Torres,Comunicación Social,8,Opinión Pública,1.85
OD20220964,Andrea Gómez Vargas,Odontología,7,Periodoncia,2.2
TS20240965,Gabriel Guerrero Vega,Trabajo Social,8,Intervención Social,3.74
LE20230966,Patricia Ariza Acosta,Licenciatura en Educación Infantil,8,Pedagogía,3.71
CP20250967,Miguel Aguilar González,Contaduría Pública,7,Contabilidad General,3.97
PS20230968,David Ruiz Guzmán,Psicología,1,Social,4.23
AE20240969,Luis Reyes Herrera,Administración de Empresas,10,Contabilidad,4.36
CS20250970,Vanessa Ramírez Vargas,Comunicación Social,7,Publicidad,4.4
CP20250971,Andrés Acosta Díaz,Contaduría Pública,2,Auditoría,3.06
MD20230972,María Pérez Vega,Medicina,5,Fisiología,4.0
AR20230973,David Cruz Castillo,Arquitectura,3,Materiales,1.12
AE20230974,Carolina Sánchez Acosta,Administración de Empresas,2,Estrategia,3.67
NI20240975,David Polo López,Negocios Internacionales,9,Finanzas Internacionales,4.44
CS20250976,Rafael Barrera Pérez,Comunicación Social,1,Opinión Pública,4.88
NI20220977,Mateo Acosta Acosta,Negocios Internacionales,2,Tratados,3.25
CS20250978,Laura Romero Flores,Comunicación Social,5,Comunicación Digital,3.94
DR20220979,Daniela Roa Romero,Derecho,3,Penal,3.71
TS20240980,Cristian García Morales,Trabajo Social,8,Comunidad,3.54
PS20230981,Stephanie Pinto Bermúdez,Psicología,6,Neuropsicología,4.26
PS20250982,Julián Ramírez Guerrero,Psicología,7,Evaluación,4.18
NI20220983,Valentina Ruiz Torres,Negocios Internacionales,1,Comercio Exterior,3.7
IS20220984,Cristian Flores Guerrero,Ingeniería de Sistemas,7,Bases de Datos,4.53
LE20240985,Iván Pinto Barrera,Licenciatura en Educación Infantil,9,Lúdica,3.84
CS20240986,Diana Ramos Ariza,Comunicación Social,6,Periodismo,4.45
PS20230987,Marcela Torres Guzmán,Psicología,8,Evaluación,4.31
LE20230988,Luis Guzmán Castillo,Licenciatura en Educación Infantil,7,Didáctica,3.21
CS20240989,Juan Ariza Ariza,Comunicación Social,3,Producción Audiovisual,3.22
AR20220990,Claudia Suárez Bermúdez,Arquitectura,3,Diseño I,4.77
CP20220991,Diego Morales Polo,Contaduría Pública,7,Contabilidad General,4.13
IS20250992,Hernán Castillo Sánchez,Ingeniería de Sistemas,2,Redes,3.5
OD20230993,Luisa Morales Figueroa,Odontología,10,Periodoncia,3.83
II20230994,Gabriel Salinas Serrano,Ingeniería Industrial,7,Investigación de Operaciones,3.79
IC20250995,Cristian Romero Delgado,Ingeniería Civil,3,Topografía,3.02
MD20240996,Nicolás Ríos Díaz,Medicina,2,Cirugía,3.78
OD20250997,Cristian Medina Cruz,Odontología,8,Ortodoncia,4.47
II20230998,Sandra Vega Flores,Ingeniería Industrial,9,Ergonomía,4.06
IC20250999,Gabriel Herrera Campos,Ingeniería Civil,4,Topografía,1.3
OD20221000,Diana Romero Sánchez,Odontología,7,Anatomía Dental,3.64
